id,number_1,operator,number_2,solution
5017,926,0,784,1710
5018,110,0,674,784
5019,150,0,656,806
5020,708,0,60,768
5021,282,0,959,1241
5022,346,0,68,414
5023,871,0,577,1448
5024,5,0,510,515
5025,194,0,180,374
5026,125,0,514,639
5027,760,0,830,1590
5028,983,0,361,1344
5029,219,0,616,835
5030,928,0,740,1668
5031,189,0,205,394
5032,924,0,159,1083
5033,194,0,285,479
5034,241,0,555,796
5035,292,0,640,932
5036,400,0,251,651
5037,157,0,711,868
5038,665,0,192,857
5039,512,0,37,549
5040,198,0,80,278
5041,893,0,378,1271
5042,827,0,403,1230
5043,485,0,467,952
5044,113,0,86,199
5045,139,0,811,950
5046,462,0,695,1157
5047,54,0,489,543
5048,704,0,366,1070
5049,290,0,14,304
5050,524,0,297,821
5051,87,0,563,650
5052,963,0,167,1130
5053,435,0,727,1162
5054,160,0,594,754
5055,334,0,765,1099
5056,933,0,50,983
5057,355,0,64,419
5058,582,0,591,1173
5059,547,0,12,559
5060,786,0,507,1293
5061,712,0,164,876
5062,467,0,947,1414
5063,3,0,520,523
5064,431,0,712,1143
5065,595,0,65,660
5066,380,0,245,625
5067,710,0,503,1213
5068,896,0,426,1322
5069,344,0,33,377
5070,856,0,437,1293
5071,458,0,318,776
5072,256,0,363,619
5073,882,0,317,1199
5074,713,0,294,1007
5075,612,0,997,1609
5076,361,0,365,726
5077,840,0,954,1794
5078,705,0,168,873
5079,994,0,824,1818
5080,496,0,580,1076
5081,148,0,995,1143
5082,781,0,918,1699
5083,452,0,665,1117
5084,442,0,640,1082
5085,272,0,383,655
5086,375,0,37,412
5087,115,0,267,382
5088,823,0,913,1736
5089,307,0,734,1041
5090,218,0,150,368
5091,424,0,73,497
5092,770,0,906,1676
5093,553,0,254,807
5094,495,0,621,1116
5095,171,0,343,514
5096,352,0,407,759
5097,11,0,884,895
5098,53,0,689,742
5099,667,0,465,1132
5100,494,0,636,1130
5101,450,0,151,601
5102,674,0,746,1420
5103,251,0,788,1039
5104,88,0,671,759
5105,35,0,781,816
5106,355,0,279,634
5107,315,0,448,763
5108,210,0,658,868
5109,699,0,536,1235
5110,991,0,523,1514
5111,473,0,194,667
5112,889,0,9,898
5113,44,0,238,282
5114,7,0,347,354
5115,383,0,59,442
5116,164,0,754,918
5117,302,0,141,443
5118,139,0,25,164
5119,507,0,928,1435
5120,535,0,532,1067
5121,110,0,529,639
5122,133,0,591,724
5123,179,0,97,276
5124,192,0,887,1079
5125,834,0,979,1813
5126,156,0,168,324
5127,376,0,73,449
5128,579,0,804,1383
5129,85,0,441,526
5130,760,0,918,1678
5131,164,0,151,315
5132,449,0,411,860
5133,894,0,841,1735
5134,916,0,473,1389
5135,507,0,678,1185
5136,858,0,628,1486
5137,201,0,486,687
5138,996,0,366,1362
5139,788,0,778,1566
5140,215,0,182,397
5141,968,0,323,1291
5142,122,0,328,450
5143,935,0,696,1631
5144,995,0,40,1035
5145,503,0,374,877
5146,315,0,974,1289
5147,432,0,349,781
5148,171,0,487,658
5149,964,0,839,1803
5150,954,0,297,1251
5151,297,0,991,1288
5152,415,0,824,1239
5153,453,0,746,1199
5154,926,0,654,1580
5155,898,0,19,917
5156,20,0,96,116
5157,621,0,902,1523
5158,924,0,649,1573
5159,292,0,908,1200
5160,794,0,670,1464
5161,459,0,507,966
5162,824,0,200,1024
5163,303,0,131,434
5164,649,0,799,1448
5165,239,0,83,322
5166,828,0,841,1669
5167,199,0,275,474
5168,927,0,185,1112
5169,415,0,502,917
5170,635,0,631,1266
5171,408,0,197,605
5172,326,0,310,636
5173,441,0,573,1014
5174,745,0,723,1468
5175,286,0,596,882
5176,195,0,249,444
5177,82,0,97,179
5178,34,0,525,559
5179,178,0,308,486
5180,106,0,5,111
5181,966,0,529,1495
5182,21,0,339,360
5183,408,0,845,1253
5184,987,0,213,1200
5185,392,0,466,858
5186,161,0,63,224
5187,69,0,502,571
5188,961,0,618,1579
5189,940,0,830,1770
5190,813,0,480,1293
5191,298,0,187,485
5192,147,0,279,426
5193,750,0,214,964
5194,179,0,570,749
5195,118,0,565,683
5196,287,0,719,1006
5197,809,0,961,1770
5198,352,0,924,1276
5199,651,0,715,1366
5200,351,0,721,1072
5201,354,0,930,1284
5202,628,0,156,784
5203,213,0,304,517
5204,171,0,75,246
5205,593,0,639,1232
5206,382,0,525,907
5207,498,0,876,1374
5208,854,0,423,1277
5209,887,0,333,1220
5210,890,0,777,1667
5211,897,0,900,1797
5212,916,0,35,951
5213,619,0,945,1564
5214,6,0,108,114
5215,747,0,163,910
5216,849,0,451,1300
5217,921,0,184,1105
5218,834,0,120,954
5219,422,0,439,861
5220,666,0,254,920
5221,696,0,602,1298
5222,847,0,727,1574
5223,818,0,750,1568
5224,498,0,143,641
5225,546,0,517,1063
5226,950,0,83,1033
5227,824,0,684,1508
5228,69,0,460,529
5229,432,0,282,714
5230,474,0,538,1012
5231,433,0,853,1286
5232,634,0,142,776
5233,421,0,815,1236
5234,690,0,99,789
5235,696,0,411,1107
5236,91,0,122,213
5237,998,0,811,1809
5238,438,0,658,1096
5239,369,0,345,714
5240,903,0,662,1565
5241,529,0,314,843
5242,317,0,156,473
5243,557,0,906,1463
5244,899,0,954,1853
5245,588,0,392,980
5246,698,0,771,1469
5247,956,0,111,1067
5248,587,0,516,1103
5249,566,0,170,736
5250,830,0,778,1608
5251,744,0,631,1375
5252,904,0,153,1057
5253,241,0,946,1187
5254,726,0,66,792
5255,702,0,283,985
5256,200,0,432,632
5257,878,0,217,1095
5258,733,0,259,992
5259,944,0,205,1149
5260,142,0,85,227
5261,986,0,95,1081
5262,851,0,125,976
5263,759,0,632,1391
5264,441,0,646,1087
5265,839,0,202,1041
5266,174,0,485,659
5267,26,0,760,786
5268,717,0,463,1180
5269,829,0,392,1221
5270,849,0,18,867
5271,29,0,266,295
5272,341,0,749,1090
5273,953,0,150,1103
5274,168,0,481,649
5275,546,0,166,712
5276,579,0,462,1041
5277,718,0,319,1037
5278,436,0,382,818
5279,981,0,451,1432
5280,220,0,894,1114
5281,938,0,439,1377
5282,388,0,210,598
5283,800,0,719,1519
5284,797,0,453,1250
5285,630,0,568,1198
5286,398,0,961,1359
5287,4,0,108,112
5288,472,0,982,1454
5289,57,0,190,247
5290,923,0,106,1029
5291,161,0,578,739
5292,265,0,908,1173
5293,227,0,572,799
5294,936,0,503,1439
5295,348,0,240,588
5296,230,0,658,888
5297,11,0,488,499
5298,10,0,185,195
5299,16,0,206,222
5300,153,0,886,1039
5301,799,0,355,1154
5302,302,0,795,1097
5303,163,0,614,777
5304,355,0,236,591
5305,732,0,143,875
5306,744,0,356,1100
5307,563,0,61,624
5308,918,0,736,1654
5309,715,0,210,925
5310,968,0,843,1811
5311,872,0,580,1452
5312,548,0,255,803
5313,511,0,675,1186
5314,96,0,221,317
5315,323,0,813,1136
5316,539,0,295,834
5317,126,0,243,369
5318,981,0,374,1355
5319,358,0,204,562
5320,28,0,820,848
5321,710,0,416,1126
5322,502,0,312,814
5323,864,0,48,912
5324,693,0,315,1008
5325,808,0,632,1440
5326,976,0,891,1867
5327,697,0,317,1014
5328,470,0,691,1161
5329,284,0,448,732
5330,182,0,567,749
5331,328,0,349,677
5332,477,0,522,999
5333,156,0,557,713
5334,204,0,486,690
5335,32,0,245,277
5336,55,0,921,976
5337,650,0,883,1533
5338,704,0,225,929
5339,177,0,715,892
5340,127,0,5,132
5341,296,0,815,1111
5342,460,0,13,473
5343,228,0,11,239
5344,96,0,43,139
5345,923,0,231,1154
5346,969,0,791,1760
5347,221,0,533,754
5348,672,0,818,1490
5349,542,0,704,1246
5350,386,0,323,709
5351,350,0,515,865
5352,124,0,629,753
5353,18,0,416,434
5354,334,0,276,610
5355,992,0,746,1738
5356,858,0,937,1795
5357,97,0,34,131
5358,859,0,386,1245
5359,655,0,359,1014
5360,294,0,846,1140
5361,597,0,575,1172
5362,93,0,15,108
5363,855,0,587,1442
5364,5,0,409,414
5365,477,0,973,1450
5366,82,0,212,294
5367,306,0,195,501
5368,125,0,822,947
5369,704,0,936,1640
5370,489,0,572,1061
5371,318,0,246,564
5372,328,0,817,1145
5373,774,0,515,1289
5374,866,0,144,1010
5375,408,0,183,591
5376,215,0,804,1019
5377,172,0,572,744
5378,848,0,3,851
5379,658,0,968,1626
5380,236,0,987,1223
5381,305,0,608,913
5382,397,0,975,1372
5383,350,0,25,375
5384,186,0,302,488
5385,418,0,333,751
5386,643,0,878,1521
5387,91,0,384,475
5388,873,0,890,1763
5389,832,0,481,1313
5390,908,0,886,1794
5391,980,0,95,1075
5392,521,0,211,732
5393,37,0,569,606
5394,695,0,803,1498
5395,634,0,653,1287
5396,977,0,874,1851
5397,129,0,80,209
5398,79,0,384,463
5399,527,0,962,1489
5400,825,0,682,1507
5401,429,0,136,565
5402,719,0,367,1086
5403,109,0,359,468
5404,4,0,278,282
5405,53,0,5,58
5406,616,0,471,1087
5407,818,0,195,1013
5408,861,0,204,1065
5409,290,0,705,995
5410,5,0,615,620
5411,135,0,519,654
5412,237,0,246,483
5413,500,0,130,630
5414,410,0,672,1082
5415,750,0,987,1737
5416,822,0,229,1051
5417,67,0,832,899
5418,421,0,796,1217
5419,604,0,462,1066
5420,145,0,279,424
5421,220,0,939,1159
5422,241,0,213,454
5423,266,0,688,954
5424,859,0,377,1236
5425,431,0,99,530
5426,30,0,548,578
5427,919,0,940,1859
5428,152,0,523,675
5429,344,0,790,1134
5430,822,0,405,1227
5431,116,0,713,829
5432,449,0,206,655
5433,66,0,465,531
5434,945,0,516,1461
5435,461,0,895,1356
5436,10,0,505,515
5437,143,0,819,962
5438,342,0,539,881
5439,882,0,0,882
5440,731,0,73,804
5441,460,0,950,1410
5442,266,0,301,567
5443,235,0,21,256
5444,6,0,360,366
5445,482,0,760,1242
5446,438,0,660,1098
5447,442,0,817,1259
5448,986,0,731,1717
5449,367,0,745,1112
5450,702,0,798,1500
5451,696,0,958,1654
5452,461,0,275,736
5453,471,0,421,892
5454,70,0,517,587
5455,885,0,317,1202
5456,295,0,999,1294
5457,787,0,338,1125
5458,111,0,988,1099
5459,216,0,33,249
5460,364,0,666,1030
5461,364,0,614,978
5462,409,0,182,591
5463,838,0,206,1044
5464,986,0,41,1027
5465,276,0,247,523
5466,796,0,510,1306
5467,192,0,360,552
5468,978,0,8,986
5469,597,0,917,1514
5470,255,0,219,474
5471,884,0,212,1096
5472,139,0,731,870
5473,593,0,663,1256
5474,229,0,801,1030
5475,51,0,298,349
5476,386,0,128,514
5477,55,0,536,591
5478,925,0,857,1782
5479,11,0,454,465
5480,363,0,445,808
5481,232,0,561,793
5482,349,0,930,1279
5483,851,0,894,1745
5484,932,0,785,1717
5485,445,0,392,837
5486,802,0,166,968
5487,299,0,197,496
5488,706,0,166,872
5489,997,0,211,1208
5490,131,0,860,991
5491,848,0,175,1023
5492,97,0,381,478
5493,801,0,614,1415
5494,581,0,470,1051
5495,601,0,77,678
5496,58,0,47,105
5497,535,0,826,1361
5498,696,0,327,1023
5499,899,0,545,1444
5500,830,0,460,1290
5501,456,0,253,709
5502,488,0,41,529
5503,148,0,654,802
5504,978,0,802,1780
5505,213,0,643,856
5506,750,0,619,1369
5507,663,0,141,804
5508,497,0,803,1300
5509,469,0,190,659
5510,778,0,375,1153
5511,793,0,357,1150
5512,860,0,716,1576
5513,648,0,733,1381
5514,675,0,51,726
5515,625,0,346,971
5516,315,0,129,444
5517,770,0,365,1135
5518,944,0,570,1514
5519,4,0,140,144
5520,275,0,671,946
5521,470,0,439,909
5522,22,0,188,210
5523,676,0,231,907
5524,976,0,455,1431
5525,860,0,456,1316
5526,668,0,730,1398
5527,58,0,3,61
5528,203,0,164,367
5529,351,0,45,396
5530,539,0,121,660
5531,617,0,490,1107
5532,462,0,28,490
5533,635,0,916,1551
5534,862,0,997,1859
5535,785,0,119,904
5536,630,0,479,1109
5537,187,0,440,627
5538,331,0,29,360
5539,767,0,164,931
5540,266,0,143,409
5541,174,0,914,1088
5542,593,0,248,841
5543,240,0,968,1208
5544,957,0,228,1185
5545,492,0,397,889
5546,567,0,929,1496
5547,202,0,131,333
5548,944,0,521,1465
5549,988,0,60,1048
5550,110,0,817,927
5551,860,0,491,1351
5552,155,0,41,196
5553,996,0,640,1636
5554,198,0,258,456
5555,572,0,221,793
5556,218,0,66,284
5557,816,0,625,1441
5558,231,0,850,1081
5559,417,0,532,949
5560,612,0,790,1402
5561,697,0,629,1326
5562,218,0,376,594
5563,544,0,784,1328
5564,725,0,48,773
5565,27,0,984,1011
5566,270,0,688,958
5567,495,0,673,1168
5568,660,0,612,1272
5569,34,0,743,777
5570,315,0,496,811
5571,793,0,735,1528
5572,564,0,273,837
5573,731,0,988,1719
5574,633,0,895,1528
5575,167,0,321,488
5576,306,0,716,1022
5577,332,0,437,769
5578,931,0,154,1085
5579,97,0,553,650
5580,687,0,871,1558
5581,817,0,420,1237
5582,279,0,381,660
5583,234,0,9,243
5584,515,0,294,809
5585,653,0,241,894
5586,297,0,889,1186
5587,718,0,650,1368
5588,239,0,574,813
5589,80,0,364,444
5590,761,0,403,1164
5591,258,0,653,911
5592,292,0,561,853
5593,43,0,49,92
5594,850,0,365,1215
5595,370,0,905,1275
5596,221,0,124,345
5597,217,0,604,821
5598,331,0,390,721
5599,921,0,51,972
5600,249,0,512,761
5601,251,0,391,642
5602,530,0,595,1125
5603,482,0,718,1200
5604,602,0,221,823
5605,123,0,286,409
5606,146,0,114,260
5607,277,0,526,803
5608,611,0,254,865
5609,291,0,222,513
5610,741,0,83,824
5611,282,0,139,421
5612,706,0,205,911
5613,57,0,928,985
5614,75,0,740,815
5615,936,0,981,1917
5616,99,0,874,973
5617,453,0,981,1434
5618,749,0,152,901
5619,962,0,501,1463
5620,793,0,520,1313
5621,142,0,148,290
5622,598,0,537,1135
5623,729,0,172,901
5624,592,0,929,1521
5625,500,0,871,1371
5626,520,0,474,994
5627,66,0,947,1013
5628,909,0,484,1393
5629,958,0,814,1772
5630,521,0,120,641
5631,349,0,318,667
5632,827,0,219,1046
5633,761,0,941,1702
5634,224,0,744,968
5635,810,0,465,1275
5636,487,0,275,762
5637,512,0,500,1012
5638,671,0,189,860
5639,853,0,873,1726
5640,172,0,427,599
5641,968,0,138,1106
5642,855,0,655,1510
5643,288,0,300,588
5644,150,0,226,376
5645,576,0,968,1544
5646,322,0,501,823
5647,646,0,670,1316
5648,310,0,355,665
5649,178,0,541,719
5650,220,0,230,450
5651,362,0,911,1273
5652,804,0,893,1697
5653,471,0,531,1002
5654,665,0,234,899
5655,912,0,625,1537
5656,376,0,253,629
5657,86,0,622,708
5658,899,0,837,1736
5659,695,0,307,1002
5660,522,0,902,1424
5661,352,0,819,1171
5662,613,0,517,1130
5663,240,0,295,535
5664,30,0,720,750
5665,467,0,212,679
5666,635,0,186,821
5667,6,0,476,482
5668,917,0,777,1694
5669,180,0,313,493
5670,509,0,233,742
5671,880,0,111,991
5672,130,0,94,224
5673,98,0,57,155
5674,257,0,652,909
5675,863,0,412,1275
5676,793,0,373,1166
5677,632,0,93,725
5678,356,0,111,467
5679,220,0,498,718
5680,436,0,705,1141
5681,130,0,133,263
5682,749,0,532,1281
5683,418,0,785,1203
5684,570,0,625,1195
5685,133,0,367,500
5686,957,0,533,1490
5687,792,0,108,900
5688,27,0,589,616
5689,607,0,730,1337
5690,413,0,654,1067
5691,424,0,31,455
5692,537,0,209,746
5693,971,0,144,1115
5694,298,0,6,304
5695,111,0,369,480
5696,384,0,195,579
5697,655,0,404,1059
5698,169,0,49,218
5699,984,0,20,1004
5700,708,0,431,1139
5701,367,0,934,1301
5702,824,0,761,1585
5703,77,0,77,154
5704,861,0,223,1084
5705,368,0,187,555
5706,202,0,964,1166
5707,580,0,2,582
5708,535,0,384,919
5709,55,0,329,384
5710,109,0,777,886
5711,108,0,449,557
5712,256,0,96,352
5713,114,0,27,141
5714,396,0,293,689
5715,492,0,423,915
5716,421,0,965,1386
5717,781,0,769,1550
5718,645,0,282,927
5719,423,0,926,1349
5720,951,0,609,1560
5721,792,0,429,1221
5722,715,0,115,830
5723,299,0,695,994
5724,520,0,207,727
5725,73,0,215,288
5726,634,0,588,1222
5727,452,0,356,808
5728,266,0,103,369
5729,364,0,695,1059
5730,705,0,911,1616
5731,127,0,750,877
5732,728,0,466,1194
5733,216,0,85,301
5734,890,0,308,1198
5735,323,0,476,799
5736,486,0,859,1345
5737,177,0,534,711
5738,288,0,116,404
5739,928,0,203,1131
5740,116,0,250,366
5741,368,0,52,420
5742,80,0,660,740
5743,484,0,887,1371
5744,195,0,594,789
5745,645,0,455,1100
5746,730,0,764,1494
5747,764,0,322,1086
5748,583,0,862,1445
5749,938,0,895,1833
5750,56,0,696,752
5751,537,0,905,1442
5752,482,0,434,916
5753,317,0,156,473
5754,652,0,672,1324
5755,315,0,727,1042
5756,675,0,20,695
5757,237,0,947,1184
5758,777,0,822,1599
5759,39,0,737,776
5760,935,0,416,1351
5761,75,0,614,689
5762,826,0,983,1809
5763,432,0,184,616
5764,498,0,501,999
5765,184,0,801,985
5766,276,0,966,1242
5767,159,0,666,825
5768,788,0,945,1733
5769,22,0,961,983
5770,92,0,342,434
5771,654,0,400,1054
5772,408,0,134,542
5773,688,0,614,1302
5774,679,0,637,1316
5775,621,0,190,811
5776,111,0,621,732
5777,838,0,946,1784
5778,663,0,474,1137
5779,591,0,430,1021
5780,717,0,287,1004
5781,526,0,84,610
5782,705,0,518,1223
5783,64,0,966,1030
5784,254,0,599,853
5785,320,0,633,953
5786,622,0,90,712
5787,474,0,614,1088
5788,978,0,727,1705
5789,540,0,999,1539
5790,565,0,892,1457
5791,113,0,514,627
5792,379,0,784,1163
5793,999,0,679,1678
5794,609,0,503,1112
5795,943,0,915,1858
5796,219,0,691,910
5797,542,0,290,832
5798,930,0,47,977
5799,987,0,467,1454
5800,211,0,689,900
5801,90,0,774,864
5802,326,0,825,1151
5803,164,0,959,1123
5804,13,0,545,558
5805,234,0,709,943
5806,222,0,2,224
5807,246,0,849,1095
5808,166,0,322,488
5809,724,0,809,1533
5810,271,0,521,792
5811,608,0,351,959
5812,652,0,437,1089
5813,106,0,836,942
5814,607,0,709,1316
5815,485,0,367,852
5816,391,0,668,1059
5817,775,0,496,1271
5818,989,0,299,1288
5819,501,0,740,1241
5820,894,0,565,1459
5821,164,0,892,1056
5822,86,0,659,745
5823,299,0,317,616
5824,956,0,288,1244
5825,676,0,369,1045
5826,987,0,33,1020
5827,131,0,196,327
5828,856,0,452,1308
5829,6,0,830,836
5830,357,0,510,867
5831,4,0,819,823
5832,542,0,582,1124
5833,988,0,554,1542
5834,240,0,823,1063
5835,617,0,136,753
5836,52,0,149,201
5837,48,0,67,115
5838,891,0,733,1624
5839,563,0,590,1153
5840,870,0,131,1001
5841,91,0,712,803
5842,747,0,532,1279
5843,36,0,84,120
5844,160,0,287,447
5845,849,0,592,1441
5846,662,0,242,904
5847,783,0,974,1757
5848,187,0,733,920
5849,84,0,739,823
5850,428,0,322,750
5851,846,0,724,1570
5852,113,0,660,773
5853,121,0,204,325
5854,504,0,250,754
5855,913,0,171,1084
5856,803,0,597,1400
5857,239,0,63,302
5858,902,0,876,1778
5859,473,0,401,874
5860,164,0,913,1077
5861,592,0,935,1527
5862,586,0,202,788
5863,791,0,408,1199
5864,307,0,338,645
5865,581,0,157,738
5866,53,0,506,559
5867,943,0,157,1100
5868,229,0,859,1088
5869,138,0,788,926
5870,401,0,315,716
5871,184,0,424,608
5872,83,0,889,972
5873,963,0,815,1778
5874,493,0,715,1208
5875,571,0,896,1467
5876,225,0,248,473
5877,324,0,622,946
5878,678,0,268,946
5879,459,0,369,828
5880,607,0,503,1110
5881,1,0,686,687
5882,496,0,264,760
5883,943,0,411,1354
5884,549,0,192,741
5885,791,0,197,988
5886,458,0,846,1304
5887,921,0,76,997
5888,902,0,5,907
5889,511,0,212,723
5890,327,0,192,519
5891,382,0,86,468
5892,531,0,59,590
5893,553,0,652,1205
5894,34,0,844,878
5895,985,0,697,1682
5896,264,0,895,1159
5897,570,0,868,1438
5898,458,0,213,671
5899,606,0,674,1280
5900,318,0,629,947
5901,760,0,731,1491
5902,482,0,178,660
5903,763,0,392,1155
5904,92,0,223,315
5905,395,0,33,428
5906,48,0,244,292
5907,251,0,658,909
5908,394,0,615,1009
5909,699,0,870,1569
5910,239,0,238,477
5911,410,0,811,1221
5912,869,0,58,927
5913,63,0,892,955
5914,997,0,884,1881
5915,363,0,684,1047
5916,28,0,885,913
5917,743,0,193,936
5918,187,0,340,527
5919,786,0,506,1292
5920,642,0,159,801
5921,711,0,580,1291
5922,604,0,28,632
5923,958,0,310,1268
5924,539,0,857,1396
5925,744,0,843,1587
5926,682,0,366,1048
5927,158,0,513,671
5928,712,0,740,1452
5929,590,0,71,661
5930,340,0,852,1192
5931,28,0,291,319
5932,819,0,472,1291
5933,24,0,937,961
5934,929,0,83,1012
5935,531,0,820,1351
5936,22,0,620,642
5937,335,0,200,535
5938,990,0,717,1707
5939,104,0,177,281
5940,824,0,798,1622
5941,999,0,80,1079
5942,474,0,520,994
5943,856,0,101,957
5944,646,0,826,1472
5945,927,0,828,1755
5946,44,0,82,126
5947,980,0,391,1371
5948,61,0,947,1008
5949,91,0,19,110
5950,952,0,475,1427
5951,222,0,917,1139
5952,803,0,801,1604
5953,711,0,577,1288
5954,978,0,884,1862
5955,872,0,922,1794
5956,267,0,13,280
5957,681,0,890,1571
5958,458,0,461,919
5959,413,0,865,1278
5960,724,0,550,1274
5961,695,0,447,1142
5962,165,0,331,496
5963,236,0,65,301
5964,268,0,391,659
5965,574,0,186,760
5966,665,0,81,746
5967,249,0,301,550
5968,835,0,283,1118
5969,910,0,411,1321
5970,463,0,830,1293
5971,948,0,79,1027
5972,383,0,907,1290
5973,822,0,392,1214
5974,389,0,752,1141
5975,341,0,154,495
5976,138,0,215,353
5977,71,0,919,990
5978,276,0,1000,1276
5979,393,0,360,753
5980,97,0,819,916
5981,832,0,700,1532
5982,519,0,194,713
5983,36,0,644,680
5984,132,0,876,1008
5985,675,0,736,1411
5986,444,0,744,1188
5987,713,0,611,1324
5988,107,0,79,186
5989,93,0,484,577
5990,463,0,520,983
5991,708,0,862,1570
5992,259,0,327,586
5993,945,0,913,1858
5994,657,0,157,814
5995,206,0,315,521
5996,774,0,410,1184
5997,899,0,535,1434
5998,82,0,649,731
5999,445,0,300,745
6000,22,0,53,75
6001,596,0,311,907
6002,119,0,371,490
6003,500,0,325,825
6004,147,0,311,458
6005,19,0,57,76
6006,664,0,993,1657
6007,343,0,999,1342
6008,980,0,264,1244
6009,509,0,714,1223
6010,911,0,500,1411
6011,107,0,54,161
6012,607,0,673,1280
6013,565,0,997,1562
6014,854,0,819,1673
6015,983,0,760,1743
6016,169,0,857,1026
6017,903,0,17,920
6018,73,0,534,607
6019,285,0,110,395
6020,327,0,956,1283
6021,23,0,133,156
6022,438,0,281,719
6023,814,0,530,1344
6024,679,0,380,1059
6025,3,0,974,977
6026,977,0,202,1179
6027,720,0,760,1480
6028,392,0,832,1224
6029,27,0,112,139
6030,0,0,891,891
6031,513,0,612,1125
6032,99,0,57,156
6033,408,0,767,1175
6034,157,0,507,664
6035,331,0,44,375
6036,240,0,723,963
6037,322,0,165,487
6038,510,0,864,1374
6039,497,0,922,1419
6040,339,0,890,1229
6041,693,0,491,1184
6042,841,0,848,1689
6043,258,0,895,1153
6044,249,0,764,1013
6045,685,0,694,1379
6046,239,0,749,988
6047,83,0,711,794
6048,231,0,981,1212
6049,968,0,691,1659
6050,701,0,747,1448
6051,760,0,825,1585
6052,708,0,391,1099
6053,226,0,51,277
6054,113,0,494,607
6055,88,0,564,652
6056,212,0,891,1103
6057,557,0,52,609
6058,450,0,629,1079
6059,630,0,698,1328
6060,622,0,251,873
6061,291,0,970,1261
6062,491,0,211,702
6063,287,0,743,1030
6064,69,0,360,429
6065,488,0,294,782
6066,151,0,686,837
6067,233,0,809,1042
6068,527,0,366,893
6069,408,0,734,1142
6070,243,0,899,1142
6071,301,0,331,632
6072,901,0,105,1006
6073,383,0,544,927
6074,774,0,835,1609
6075,521,0,275,796
6076,807,0,651,1458
6077,229,0,168,397
6078,232,0,802,1034
6079,15,0,303,318
6080,801,0,51,852
6081,369,0,425,794
6082,858,0,836,1694
6083,830,0,715,1545
6084,701,0,764,1465
6085,105,0,116,221
6086,568,0,961,1529
6087,262,0,222,484
6088,598,0,176,774
6089,266,0,54,320
6090,598,0,759,1357
6091,315,0,924,1239
6092,825,0,754,1579
6093,454,0,656,1110
6094,733,0,127,860
6095,309,0,330,639
6096,104,0,819,923
6097,896,0,821,1717
6098,220,0,458,678
6099,869,0,106,975
6100,296,0,309,605
6101,934,0,940,1874
6102,828,0,124,952
6103,29,0,751,780
6104,385,0,531,916
6105,573,0,341,914
6106,270,0,64,334
6107,25,0,572,597
6108,491,0,31,522
6109,701,0,456,1157
6110,869,0,702,1571
6111,304,0,602,906
6112,650,0,205,855
6113,477,0,600,1077
6114,613,0,968,1581
6115,636,0,738,1374
6116,364,0,904,1268
6117,844,0,700,1544
6118,748,0,357,1105
6119,677,0,650,1327
6120,905,0,972,1877
6121,163,0,120,283
6122,385,0,120,505
6123,204,0,797,1001
6124,693,0,783,1476
6125,566,0,457,1023
6126,572,0,925,1497
6127,299,0,607,906
6128,874,0,149,1023
6129,1,0,270,271
6130,212,0,382,594
6131,767,0,982,1749
6132,211,0,206,417
6133,605,0,775,1380
6134,309,0,109,418
6135,211,0,495,706
6136,177,0,722,899
6137,610,0,821,1431
6138,919,0,773,1692
6139,165,0,233,398
6140,990,0,551,1541
6141,309,0,950,1259
6142,413,0,723,1136
6143,850,0,631,1481
6144,50,0,909,959
6145,817,0,987,1804
6146,185,0,222,407
6147,871,0,383,1254
6148,109,0,633,742
6149,557,0,360,917
6150,628,0,63,691
6151,884,0,638,1522
6152,538,0,306,844
6153,245,0,338,583
6154,882,0,732,1614
6155,363,0,15,378
6156,933,0,837,1770
6157,90,0,671,761
6158,322,0,661,983
6159,142,0,313,455
6160,922,0,876,1798
6161,29,0,610,639
6162,704,0,805,1509
6163,802,0,442,1244
6164,781,0,438,1219
6165,227,0,256,483
6166,269,0,106,375
6167,718,0,780,1498
6168,804,0,195,999
6169,526,0,962,1488
6170,460,0,995,1455
6171,594,0,89,683
6172,864,0,601,1465
6173,175,0,14,189
6174,486,0,533,1019
6175,561,0,556,1117
6176,383,0,543,926
6177,554,0,478,1032
6178,493,0,745,1238
6179,434,0,400,834
6180,345,0,114,459
6181,996,0,139,1135
6182,302,0,855,1157
6183,499,0,405,904
6184,798,0,514,1312
6185,60,0,620,680
6186,154,0,141,295
6187,485,0,363,848
6188,923,0,606,1529
6189,942,0,735,1677
6190,28,0,312,340
6191,446,0,72,518
6192,325,0,555,880
6193,166,0,311,477
6194,447,0,302,749
6195,73,0,993,1066
6196,738,0,660,1398
6197,459,0,771,1230
6198,31,0,195,226
6199,393,0,310,703
6200,672,0,588,1260
6201,710,0,921,1631
6202,547,0,673,1220
6203,288,0,419,707
6204,228,0,563,791
6205,472,0,120,592
6206,381,0,595,976
6207,660,0,662,1322
6208,56,0,648,704
6209,153,0,228,381
6210,470,0,226,696
6211,362,0,921,1283
6212,973,0,322,1295
6213,194,0,660,854
6214,724,0,15,739
6215,867,0,795,1662
6216,603,0,73,676
6217,653,0,180,833
6218,108,0,768,876
6219,702,0,917,1619
6220,42,0,487,529
6221,601,0,465,1066
6222,840,0,178,1018
6223,949,0,269,1218
6224,609,0,415,1024
6225,416,0,965,1381
6226,321,0,196,517
6227,508,0,145,653
6228,342,0,995,1337
6229,797,0,163,960
6230,144,0,665,809
6231,496,0,493,989
6232,327,0,361,688
6233,467,0,337,804
